,Unnamed: 0,Unnamed: 0.1,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
12171,8285,12280,12280286,JE125495,01/26/2021 12:00:00 AM,059XX N WINTHROP AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2433,24,48.0,77,14,1167780.0,1939847.0,2021,02/02/2021 03:48:32 PM,41.990487582,-87.65822805399999,"(41.990487582, -87.658228054)"
12175,26659,38740,12322538,JE177491,03/23/2021 03:00:00 PM,019XX E 78TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,414,4,8.0,43,08B,1190688.0,1853643.0,2021,03/30/2021 04:51:43 PM,41.753414831,-87.57676363200001,"(41.753414831, -87.576763632)"
12186,30845,44870,12334993,JE193147,04/04/2021 12:00:00 AM,041XX N MARINE DR,0820,THEFT,$500 AND UNDER,STREET,False,False,1915,19,46.0,3,06,1171273.0,1927406.0,2021,04/11/2021 05:07:26 PM,41.956272914,-87.64574741,"(41.956272914, -87.64574741)"
12205,33320,48542,12339051,JE196288,04/11/2021 01:38:00 PM,090XX S GREENWOOD AVE,0495,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,RESIDENCE,False,False,413,4,8.0,47,04B,1185127.0,1845268.0,2021,04/18/2021 05:28:06 PM,41.730565336,-87.597404833,"(41.730565336, -87.597404833)"
12221,13780,20019,12292592,JE141086,02/13/2021 07:44:00 PM,052XX S SANGAMON ST,0460,BATTERY,SIMPLE,STREET,False,False,934,9,20.0,61,08B,1170866.0,1870076.0,2021,02/20/2021 03:50:23 PM,41.798964312,-87.648924279,"(41.798964312, -87.648924279)"
12236,6332,9443,12276087,JE120111,01/20/2021 09:30:00 PM,010XX S ASHLAND AVE,0820,THEFT,$500 AND UNDER,APARTMENT,False,True,1231,12,28.0,28,06,1165888.0,1895568.0,2021,01/27/2021 03:54:59 PM,41.86902427,-87.666453984,"(41.86902427, -87.666453984)"
12239,13035,18948,12290774,JE136576,02/09/2021 08:06:00 AM,014XX W 95TH ST,0460,BATTERY,SIMPLE,RESTAURANT,False,False,2213,22,21.0,73,08B,1168076.0,1841733.0,2021,02/19/2021 03:45:56 PM,41.721247847,-87.659969446,"(41.721247847, -87.659969446)"
12253,33734,49159,12339520,JE198643,04/13/2021 09:30:00 AM,037XX S COTTAGE GROVE AVE,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,212,2,4.0,36,06,1181883.0,1880210.0,2021,04/20/2021 04:49:35 PM,41.826524987,-87.608209181,"(41.826524987, -87.608209181)"
12269,21261,30841,12309071,JE161438,03/07/2021 12:20:00 AM,065XX S TALMAN AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,831,8,17.0,66,04A,1159834.0,1861175.0,2021,03/14/2021 04:50:05 PM,41.774772663,-87.68962568100001,"(41.774772663, -87.689625681)"
12272,12641,18398,12292998,JE141687,02/01/2021 10:54:00 AM,001XX N HARBOR DR,1110,DECEPTIVE PRACTICE,BOGUS CHECK,APARTMENT,False,False,114,1,42.0,32,11,1179643.0,1901697.0,2021,02/19/2021 03:45:56 PM,41.885538232,-87.615768415,"(41.885538232, -87.615768415)"
12274,2150,3218,12266868,JE109805,01/06/2021 11:00:00 AM,061XX S KENWOOD AVE,0820,THEFT,$500 AND UNDER,NURSING / RETIREMENT HOME,False,False,314,3,20.0,42,06,1186129.0,1864575.0,2021,01/16/2021 03:49:23 PM,41.783522021,-87.59312567100001,"(41.783522021, -87.593125671)"
12281,32465,47287,12340382,JE198919,04/07/2021 04:35:00 PM,071XX S SOUTH SHORE DR,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,False,False,334,3,7.0,43,06,1194486.0,1858322.0,2021,04/16/2021 05:19:24 PM,41.766161865,-87.56269202799999,"(41.766161865, -87.562692028)"
12295,31970,46534,12334687,JE192875,04/07/2021 10:00:00 PM,012XX W 70TH ST,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,False,True,734,7,6.0,67,04A,1169423.0,1858368.0,2021,04/16/2021 05:19:24 PM,41.766867569,-87.65455502200001,"(41.766867569, -87.654555022)"
12301,30789,44790,12334355,JE192394,04/04/2021 12:00:00 PM,081XX S HALSTED ST,0820,THEFT,$500 AND UNDER,VACANT LOT / LAND,False,False,622,6,21.0,71,06,1172389.0,1850791.0,2021,04/11/2021 05:07:26 PM,41.746010581,-87.643906039,"(41.746010581, -87.643906039)"
12307,8877,13058,12280531,JE125825,01/27/2021 05:00:00 PM,036XX N KEDZIE AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,1733,17,33.0,16,11,1154407.0,1924044.0,2021,02/03/2021 03:58:22 PM,41.947401956,-87.707841344,"(41.947401956, -87.707841344)"
12344,24892,36170,12318456,JE172826,03/18/2021 07:32:00 PM,073XX S YATES BLVD,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,RESIDENCE - YARD (FRONT / BACK),False,True,334,3,7.0,43,04B,1193479.0,1856735.0,2021,03/25/2021 04:55:39 PM,41.761831716,-87.566434829,"(41.761831716, -87.566434829)"
12353,14125,20518,12293424,JE142221,02/14/2021 08:00:00 PM,059XX N NORTHWEST HWY,0820,THEFT,$500 AND UNDER,STREET,False,False,1611,16,41.0,10,06,1131268.0,1938924.0,2021,02/21/2021 03:48:47 PM,41.988666046,-87.79255043,"(41.988666046, -87.79255043)"
12366,22467,32661,12314468,JE167886,03/10/2021 12:00:00 PM,079XX S UNION AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,621,6,17.0,71,06,1173009.0,1852331.0,2021,03/17/2021 04:51:25 PM,41.750222886,-87.64158887,"(41.750222886, -87.64158887)"
12375,13371,19427,12292843,JE138865,02/11/2021 01:30:00 PM,072XX S WHIPPLE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,831,8,18.0,66,08B,1157294.0,1856404.0,2021,02/19/2021 03:45:56 PM,41.761732113,-87.699065984,"(41.761732113, -87.699065984)"
12387,26388,38348,12321786,JE176871,03/22/2021 11:00:00 PM,038XX W 13TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,True,1011,10,24.0,29,14,1151115.0,1893773.0,2021,03/29/2021 04:53:03 PM,41.86440071,-87.720736584,"(41.86440071, -87.720736584)"
12395,3793,5723,12269684,JE112495,01/13/2021 10:45:00 AM,082XX S ELIZABETH ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,613,6,21.0,71,11,1169424.0,1850159.0,2021,01/20/2021 03:53:42 PM,41.744340963,-87.654788675,"(41.744340963, -87.654788675)"
12442,6478,9644,12274048,JE118089,01/20/2021 01:00:00 PM,080XX S PRINCETON AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,623,6,17.0,44,06,1175683.0,1851594.0,2021,01/27/2021 03:54:59 PM,41.748141055,-87.63181219299999,"(41.748141055, -87.631812193)"
12463,28538,41524,12327492,JE183729,03/29/2021 10:15:00 PM,105XX S LA SALLE ST,0460,BATTERY,SIMPLE,RESIDENCE,False,False,512,5,34.0,49,08B,1177145.0,1834923.0,2021,04/05/2021 05:04:35 PM,41.702360814,-87.62695624700001,"(41.702360814, -87.626956247)"
12494,30869,44904,12331786,JE189044,04/04/2021 09:20:00 AM,005XX S HOMAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,CTA TRAIN,False,True,1133,11,24.0,27,08B,1153798.0,1897299.0,2021,04/11/2021 05:07:26 PM,41.874023479,-87.71079340700001,"(41.874023479, -87.710793407)"
12500,4629,6940,12270685,JE114046,01/15/2021 10:15:00 PM,088XX S LAFLIN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESTAURANT,False,True,2222,22,21.0,71,08B,1167881.0,1846111.0,2021,01/22/2021 03:48:10 PM,41.733265917,-87.660558362,"(41.733265917, -87.660558362)"
12538,4798,7179,12275597,JE119834,01/14/2021 12:00:00 AM,057XX S CICERO AVE,0810,THEFT,OVER $500,AIRPORT PARKING LOT,False,False,813,8,23.0,56,06,1145654.0,1866253.0,2021,01/26/2021 03:48:59 PM,41.788987036,-87.74147999,"(41.788987036, -87.74147999)"
12556,32634,47537,12336379,JE194891,04/09/2021 10:20:00 PM,016XX E 67TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,332,3,5.0,43,14,1188468.0,1860889.0,2021,04/16/2021 05:26:56 PM,41.773351769,-87.58466787200001,"(41.773351769, -87.584667872)"
12561,26743,38850,12322727,JE177837,03/23/2021 08:30:00 PM,023XX S KEDZIE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1024,10,12.0,30,08B,1155393.0,1888313.0,2021,03/30/2021 04:51:43 PM,41.849333018,-87.705178675,"(41.849333018, -87.705178675)"
12562,23664,34392,12315382,JE169043,03/14/2021 07:35:00 PM,041XX W 13TH ST,0850,THEFT,ATTEMPT THEFT,STREET,False,False,1011,10,24.0,29,06,1149006.0,1893720.0,2021,03/21/2021 04:49:58 PM,41.864296307,-87.728480121,"(41.864296307, -87.728480121)"
12589,15059,21870,12299299,JE149771,02/10/2021 09:00:00 AM,049XX N WINCHESTER AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,2032,20,40.0,4,11,1162524.0,1932724.0,2021,02/25/2021 03:49:23 PM,41.971053871,-87.677761251,"(41.971053871, -87.677761251)"
12598,2471,3711,12261247,JE103122,01/04/2021 02:50:00 PM,039XX W MADISON ST,0460,BATTERY,SIMPLE,SIDEWALK,False,False,1122,11,28.0,26,08B,1150021.0,1899720.0,2021,01/16/2021 03:49:23 PM,41.880741309,-87.724597845,"(41.880741309, -87.724597845)"
12607,13079,19008,12293799,JE142719,02/09/2021 03:00:00 AM,019XX N DRAKE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1422,14,26.0,22,14,1152509.0,1912652.0,2021,02/19/2021 03:45:56 PM,41.916179183,-87.715119877,"(41.916179183, -87.715119877)"
12609,16188,23473,12297928,JE147817,02/21/2021 11:30:00 AM,090XX S ELIZABETH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,True,2222,22,21.0,73,14,1169576.0,1844936.0,2021,02/28/2021 03:48:02 PM,41.730005022,-87.65438270799999,"(41.730005022, -87.654382708)"
12615,25708,37356,12323999,JE179528,02/25/2021 12:00:00 PM,056XX S ADA ST,0820,THEFT,$500 AND UNDER,STREET,False,False,713,7,16.0,67,06,1168289.0,1867378.0,2021,03/27/2021 04:55:11 PM,41.791616604,-87.658452395,"(41.791616604, -87.658452395)"
12619,15147,22003,12295438,JE144799,02/18/2021 12:31:00 PM,074XX N ROGERS AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,2422,24,49.0,1,11,1163633.0,1949479.0,2021,02/25/2021 03:51:59 PM,42.017006715,-87.673208421,"(42.017006715, -87.673208421)"
12624,4302,6464,12269612,JE112704,01/14/2021 03:44:00 PM,082XX S GREEN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,613,6,21.0,71,08B,1172071.0,1850312.0,2021,01/21/2021 03:51:43 PM,41.744703128000005,-87.645085294,"(41.744703128, -87.645085294)"
12633,18545,26807,12303424,JE154783,02/27/2021 01:30:00 AM,062XX W JOYCE LN,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,1624,16,38.0,15,11,1134211.0,1926598.0,2021,03/06/2021 03:50:24 PM,41.954790833,-87.782017296,"(41.954790833, -87.782017296)"
12636,30317,44086,12332435,JE189949,04/03/2021 03:00:00 AM,017XX E 78TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,True,414,4,8.0,43,08B,1189326.0,1853609.0,2021,04/10/2021 05:05:58 PM,41.75335429,-87.58175586600001,"(41.75335429, -87.581755866)"
12638,7587,11245,12276838,JE121371,01/23/2021 05:35:00 PM,022XX S SPAULDING AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,True,True,1024,10,12.0,30,08B,1154711.0,1888920.0,2021,01/30/2021 03:51:02 PM,41.851012359,-87.707665478,"(41.851012359, -87.707665478)"
12639,10291,14991,12282469,JE128120,01/31/2021 02:00:00 AM,006XX N HAMLIN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,False,True,1122,11,27.0,23,08B,1150942.0,1904006.0,2021,02/07/2021 03:46:17 PM,41.89248457,-87.721103701,"(41.89248457, -87.721103701)"
12646,32276,47007,12336104,JE193591,04/08/2021 04:32:00 PM,055XX S CARPENTER ST,0560,ASSAULT,SIMPLE,RESIDENCE,False,False,712,7,16.0,68,08A,1170260.0,1868000.0,2021,04/15/2021 05:38:17 PM,41.793280756,-87.65120702600001,"(41.793280756, -87.651207026)"
12653,29583,43030,12329581,JE186280,04/01/2021 01:48:00 PM,051XX W NORTH AVE,0560,ASSAULT,SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,2533,25,37.0,25,08A,1141672.0,1910146.0,2021,04/08/2021 05:05:01 PM,41.909509901,-87.754996996,"(41.909509901, -87.754996996)"
12677,23830,34644,12317376,JE171550,03/15/2021 08:00:00 AM,032XX W IRVING PARK RD,0810,THEFT,OVER $500,OTHER (SPECIFY),False,False,1724,17,33.0,16,06,1153892.0,1926410.0,2021,03/22/2021 04:53:29 PM,41.953904721,-87.709671075,"(41.953904721, -87.709671075)"
12688,16215,23510,12298958,JE148297,02/21/2021 11:02:00 PM,009XX W 115TH PL,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,524,5,34.0,53,14,1171993.0,1828276.0,2021,02/28/2021 03:48:02 PM,41.684234812,-87.64601564200001,"(41.684234812, -87.646015642)"
12710,23604,34308,12317511,JE171794,03/14/2021 11:00:00 AM,067XX S CHAMPLAIN AVE,0810,THEFT,OVER $500,STREET,False,False,321,3,20.0,42,06,1181730.0,1860404.0,2021,03/21/2021 04:49:58 PM,41.772179185,-87.609382488,"(41.772179185, -87.609382488)"
12715,20852,30244,12308383,JE160675,03/06/2021 08:15:00 AM,006XX E 76TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,624,6,6.0,69,08B,1181978.0,1854765.0,2021,03/13/2021 03:51:08 PM,41.756699466,-87.608647554,"(41.756699466, -87.608647554)"
12716,122,164,12265597,JE108322,01/09/2021 08:30:00 PM,061XX W PATTERSON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,1633,16,36.0,17,14,1134845.0,1923634.0,2021,01/16/2021 03:52:53 PM,41.946646094,-87.779756946,"(41.946646094, -87.779756946)"
12718,12864,18715,12290648,JE138524,02/04/2021 01:00:00 PM,0000X E 75TH ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,623,6,6.0,69,11,1178198.0,1855308.0,2021,02/19/2021 03:45:56 PM,41.758276061,-87.622484015,"(41.758276061, -87.622484015)"
12721,4073,6128,12271797,JE115520,01/03/2021 08:00:00 AM,061XX S NARRAGANSETT AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,812,8,13.0,64,11,1134796.0,1863105.0,2021,01/20/2021 03:51:20 PM,41.78054656,-87.781367512,"(41.78054656, -87.781367512)"
12722,3548,5364,12267630,JE110636,01/12/2021 11:00:00 AM,029XX N DAWSON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1412,14,35.0,21,14,1153505.0,1919531.0,2021,01/19/2021 03:53:51 PM,41.935035963,-87.711277259,"(41.935035963, -87.711277259)"
12724,10381,15105,12282974,JE128774,02/01/2021 01:20:00 AM,012XX S KILDARE AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,True,1011,10,24.0,29,04A,1147912.0,1894069.0,2021,02/08/2021 03:48:15 PM,41.865275087,-87.73248724,"(41.865275087, -87.73248724)"
12738,26778,38901,12326422,JE182542,03/17/2021 01:30:00 PM,033XX S HOYNE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,912,9,12.0,59,14,1162896.0,1882425.0,2021,03/30/2021 04:49:43 PM,41.833021826,-87.677806676,"(41.833021826, -87.677806676)"
12741,29270,42583,12328941,JE185674,03/31/2021 04:15:00 PM,0000X W RANDOLPH ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,False,False,111,1,42.0,32,11,1176102.0,1901284.0,2021,04/07/2021 05:14:05 PM,41.884485451,-87.62878394299999,"(41.884485451, -87.628783943)"
12771,18032,26096,12302709,JE153425,02/26/2021 02:30:00 PM,053XX W MONROE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1522,15,29.0,25,08B,1140756.0,1899143.0,2021,03/05/2021 03:49:32 PM,41.879333241,-87.75863277399999,"(41.879333241, -87.758632774)"
12800,13341,19386,12294501,JE138716,02/11/2021 09:30:00 AM,078XX S HALSTED ST,0498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",POLICE FACILITY / VEHICLE PARKING LOT,False,True,621,6,17.0,71,04B,1172325.0,1852947.0,2021,02/19/2021 03:45:56 PM,41.751928332,-87.64407726399999,"(41.751928332, -87.644077264)"
12801,3020,4569,12266467,JE109262,01/10/2021 11:51:00 PM,021XX N NARRAGANSETT AVE,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,RESIDENCE,True,True,2512,25,36.0,19,04A,1133401.0,1913548.0,2021,01/17/2021 03:49:56 PM,41.918994422,-87.785301728,"(41.918994422, -87.785301728)"
12814,18298,26471,12302634,JE153785,02/27/2021 07:45:00 AM,122XX S NORMAL AVE,0498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",RESIDENCE,True,True,523,5,34.0,53,04B,1175178.0,1823747.0,2021,03/06/2021 03:50:24 PM,41.671736200000005,-87.63449081700001,"(41.6717362, -87.634490817)"
12818,27823,40460,12327166,JE183398,03/26/2021 11:00:00 PM,013XX N ROCKWELL ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,1423,14,26.0,24,14,1158828.0,1908741.0,2021,04/02/2021 05:04:22 PM,41.905319751,-87.692011564,"(41.905319751, -87.692011564)"
12829,1125,1650,12259697,JE101307,01/02/2021 01:10:00 PM,067XX S BLACKSTONE AVE,1220,DECEPTIVE PRACTICE,THEFT OF LOST / MISLAID PROPERTY,SIDEWALK,True,False,332,3,5.0,43,11,1187358.0,1860686.0,2021,01/16/2021 03:49:23 PM,41.772821163,-87.588743255,"(41.772821163, -87.588743255)"
12853,12607,18337,12291895,JE140193,02/12/2021 09:00:00 AM,024XX W FILLMORE ST,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,APARTMENT,False,True,1135,11,28.0,28,04B,1160309.0,1895306.0,2021,02/19/2021 03:48:53 PM,41.868422424,-87.686943107,"(41.868422424, -87.686943107)"
12856,258,363,12264370,JE106791,01/08/2021 11:56:00 AM,067XX S GREEN ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,True,723,7,6.0,68,14,1171798.0,1860169.0,2021,01/16/2021 03:49:23 PM,41.771757969,-87.645796948,"(41.771757969, -87.645796948)"
12861,18190,26320,12306116,JE158001,02/27/2021 02:00:00 PM,010XX W 107TH ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,2234,22,34.0,75,11,1171305.0,1833863.0,2021,03/06/2021 03:50:24 PM,41.699581467,-87.64837156899999,"(41.699581467, -87.648371569)"
12875,1044,1534,12261165,JE103165,01/02/2021 02:00:00 PM,092XX S LAFAYETTE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,634,6,21.0,49,14,1177558.0,1843672.0,2021,01/16/2021 03:49:23 PM,41.726359948,-87.62518047200001,"(41.726359948, -87.625180472)"
12883,27448,39911,12323674,JE179080,03/25/2021 08:30:00 AM,047XX S COTTAGE GROVE AVE,0860,THEFT,RETAIL THEFT,CONVENIENCE STORE,True,False,223,2,4.0,38,06,1182389.0,1873821.0,2021,04/01/2021 05:04:48 PM,41.808981361,-87.606551046,"(41.808981361, -87.606551046)"
12913,14735,21395,12290586,JE138427,02/11/2021 12:20:00 AM,057XX W IRVING PARK RD,0498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",APARTMENT,True,True,1633,16,38.0,15,04B,1137515.0,1926018.0,2021,02/24/2021 03:46:17 PM,41.953140288,-87.76988506299999,"(41.953140288, -87.769885063)"
12920,20576,29849,12308147,JE160399,03/05/2021 08:58:00 PM,013XX W HASTINGS ST,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,RESIDENCE - YARD (FRONT / BACK),False,False,1233,12,25.0,28,04B,1167752.0,1893853.0,2021,03/12/2021 03:54:10 PM,41.864278228,-87.659660218,"(41.864278228, -87.659660218)"
12961,8581,12673,12278754,JE123498,01/26/2021 12:13:00 AM,010XX N CLARK ST,1310,CRIMINAL DAMAGE,TO PROPERTY,AUTO / BOAT / RV DEALERSHIP,False,False,1824,18,2.0,8,14,1175349.0,1907332.0,2021,02/02/2021 03:48:32 PM,41.901098417,-87.63136733200001,"(41.901098417, -87.631367332)"
12963,11824,17196,12287338,JE134268,02/06/2021 12:30:00 PM,056XX W ADDISON ST,0460,BATTERY,SIMPLE,HOSPITAL BUILDING / GROUNDS,True,False,1633,16,36.0,15,08B,1138069.0,1923370.0,2021,02/13/2021 03:48:24 PM,41.945863902,-87.767912706,"(41.945863902, -87.767912706)"
12968,32916,47960,12338638,JE196860,04/10/2021 02:10:00 PM,039XX N TRIPP AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,False,False,1731,17,45.0,16,14,1147298.0,1925749.0,2021,04/17/2021 05:31:27 PM,41.952220002,-87.733928571,"(41.952220002, -87.733928571)"
12971,21384,31036,12310745,JE163470,03/08/2021 07:40:00 PM,055XX S ELLIS AVE,0870,THEFT,POCKET-PICKING,CTA BUS,False,False,235,2,5.0,41,06,1183847.0,1868481.0,2021,03/15/2021 04:48:08 PM,41.794294021,-87.601370248,"(41.794294021, -87.601370248)"
12973,15014,21805,12299390,JE149898,01/20/2021 09:40:00 PM,0000X W 79TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,CTA TRAIN,True,False,623,6,6.0,44,14,1177483.0,1852629.0,2021,02/25/2021 03:49:23 PM,41.750940757,-87.62518522200001,"(41.750940757, -87.625185222)"
13004,25320,36794,12318611,JE173012,03/19/2021 02:56:00 AM,020XX S MICHIGAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,132,1,3.0,33,08B,1177528.0,1890620.0,2021,03/26/2021 05:00:56 PM,41.855190551,-87.623871195,"(41.855190551, -87.623871195)"
13029,18958,27453,12304457,JE155705,03/01/2021 09:00:00 AM,081XX S INGLESIDE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,631,6,8.0,44,08B,1183978.0,1851255.0,2021,03/08/2021 03:55:51 PM,41.747021200000006,-87.601427426,"(41.7470212, -87.601427426)"
13038,18146,26263,12307260,JE158656,02/09/2021 09:11:00 AM,049XX N Harlem Ave,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,1613,16,41.0,10,06,1127351.0,1932307.0,2021,03/06/2021 03:48:05 PM,41.970575289,-87.807107431,"(41.970575289, -87.807107431)"
13039,8587,12683,12279347,JE124206,01/26/2021 09:54:00 PM,041XX W WASHINGTON BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1115,11,28.0,26,08B,1148724.0,1900170.0,2021,02/02/2021 03:48:32 PM,41.882001306,-87.729348734,"(41.882001306, -87.729348734)"
13046,22891,33301,12317355,JE167277,03/12/2021 07:28:00 PM,002XX W 91ST ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,False,True,634,6,21.0,49,08B,1176082.0,1844603.0,2021,03/19/2021 04:51:13 PM,41.728947929,-87.630559325,"(41.728947929, -87.630559325)"
13064,19942,28864,12306461,JE158101,03/03/2021 02:56:00 PM,027XX N MONTICELLO AVE,0560,ASSAULT,SIMPLE,APARTMENT,True,True,2524,25,35.0,22,08A,1151581.0,1917964.0,2021,03/10/2021 03:48:52 PM,41.930774077,-87.71838936799999,"(41.930774077, -87.718389368)"
13071,9514,13911,12281714,JE127140,01/29/2021 11:28:00 PM,076XX S STATE ST,0460,BATTERY,SIMPLE,GAS STATION,False,False,623,6,6.0,69,08B,1177594.0,1854568.0,2021,02/05/2021 03:47:46 PM,41.756259091,-87.62471994299999,"(41.756259091, -87.624719943)"
13088,18845,27282,12304632,JE156093,03/01/2021 09:30:00 AM,016XX E 79TH ST,0560,ASSAULT,SIMPLE,BANK,False,False,411,4,8.0,43,08A,1188385.0,1852925.0,2021,03/08/2021 03:55:51 PM,41.751499836,-87.58522602299999,"(41.751499836, -87.585226023)"
13089,12765,18571,12291675,JE140013,02/12/2021 03:30:00 PM,027XX N CALIFORNIA AVE,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1411,14,32.0,22,06,1157241.0,1918050.0,2021,02/19/2021 03:48:53 PM,41.930896787,-87.697587655,"(41.930896787, -87.697587655)"
13097,24540,35661,12317448,JE171546,03/17/2021 02:05:00 PM,020XX W RASCHER AVE,0460,BATTERY,SIMPLE,OTHER (SPECIFY),True,False,2012,20,40.0,4,08B,1161785.0,1936186.0,2021,03/24/2021 05:06:10 PM,41.980569228,-87.680381594,"(41.980569228, -87.680381594)"
13109,8491,12559,12282290,JE127457,01/10/2021 04:10:00 PM,009XX E 81ST ST,0890,THEFT,FROM BUILDING,RESIDENCE - PORCH / HALLWAY,False,False,631,6,8.0,44,06,1184073.0,1851493.0,2021,02/02/2021 03:46:23 PM,41.747672078,-87.60107190299999,"(41.747672078, -87.601071903)"
13115,2739,4117,12267159,JE109941,01/06/2021 03:48:00 PM,010XX W MONROE ST,0890,THEFT,FROM BUILDING,APARTMENT,False,False,1232,12,25.0,28,06,1169524.0,1899740.0,2021,01/16/2021 03:49:23 PM,41.880394261,-87.652983995,"(41.880394261, -87.652983995)"
13122,310,442,12265172,JE107757,01/09/2021 10:00:00 AM,071XX S TALMAN AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,831,8,18.0,66,04A,1159943.0,1857153.0,2021,01/16/2021 03:52:53 PM,41.763733471,-87.68933649799999,"(41.763733471, -87.689336498)"
13124,16178,23459,12299750,JE148240,02/21/2021 04:00:00 PM,082XX S HOUSTON AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,424,4,7.0,46,06,1197920.0,1850897.0,2021,02/28/2021 03:48:02 PM,41.745702038000005,-87.55035316600001,"(41.745702038, -87.550353166)"
13135,7697,11411,12278473,JE122701,01/24/2021 12:15:00 AM,024XX N SPAULDING AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE - GARAGE,False,False,1413,14,35.0,22,14,1153665.0,1916032.0,2021,01/31/2021 03:48:03 PM,41.925431242,-87.710782619,"(41.925431242, -87.710782619)"
